customer_unique_id,repurchase_prob,R,F,M
23dc3a062c6c097bcb3940a909e7730f,1.0,510,2,64.8
24072811917876a84c81166f96aed0c1,1.0,88,2,383.9
240f980f7c03e873c538e86792646919,1.0,26,2,514.0
2410195f6521688005612363835a2671,1.0,361,2,139.9
24115a0c9fc9115c586e54fd5f42e8d1,1.0,237,2,155.49
24259224caf748993c177ebf964c2e6e,1.0,230,2,186.88
24391449252cf6db04ce271b2a208d83,1.0,138,2,319.84000000000003
243b99bd9ed8a3f460e7289d0a8df291,1.0,77,2,229.54000000000002
246ef4748f64c4e716b4356d570967a1,0.99,89,2,98.78999999999999
247e0dcd20596bee51bd2b07f633fa04,1.0,232,2,114.6
24cad6db9c734bd4f0edc6a314735880,1.0,358,2,151.8
24d27f115e367d9129a0e7a7a5d36866,1.0,291,2,718.69
24d9e83fe11e4390b69e1afb2b93f5ee,1.0,240,2,317.77
24fb2954f8c6cdb4b900ed8db6dc88e2,1.0,281,2,163.79
24fc2d6f4c3339820a1a3746a125f8c5,1.0,284,2,569.55
2516f43838c4892e066fec28143efa64,1.0,203,2,754.0
251e658613a224723f8a077946183b20,1.0,287,2,334.9
25314849bf706df0e00da89ccff9bdc3,1.0,43,2,53.8
255ac312f5ceb97163ec60f0db2eee11,1.0,271,2,303.47
256b3e7a939dddf3e40608cac69e88c7,1.0,501,2,143.26
2571f41727577645737ff6b834e9043b,1.0,46,2,67.32
257a0a891aa05c945617ad8f097645bd,0.98,240,2,367.8
2587f2fbf466ff9e409952f2feba0005,1.0,13,2,108.99000000000001
25a1ad8a564d758f233c587cc657aa4b,1.0,111,2,445.89
25a560b9a6006157838aab1bdbd68624,1.0,512,4,67.6
25bd804c580bc1ee0c93d073fae09a84,1.0,256,2,98.1
25c88b7eff936d6a6fed64142b760035,1.0,47,2,441.28
25cac425f64ae1b78c60c2afae3ec384,1.0,229,2,108.75
25f24493ded5ebebc26a69b5db344e35,1.0,189,2,179.98
25f3cf83109f636d52d288fa4e797111,1.0,189,3,78.0
2642f11f7c5588a63213b5e67e8ad0a7,1.0,29,2,255.19
26a6e3e036636ef1d5636f98b66094cc,1.0,75,3,428.84000000000003
26a9b95058d46f1e6a685688355a1cdb,1.0,109,2,175.94
26ca20ff263502c115769540069e351f,0.99,314,2,99.0
26d1b63e9b8478f84f87188c4877049e,1.0,390,2,555.8
26e025af2347c3968f6a578f853a9da2,1.0,111,2,299.0
26f06401a5374fd3d26b6eed06af675f,1.0,178,2,221.9
2708339a3f5355f56983737d54fbce59,1.0,231,2,189.46
270c0ad2a232e4a10be51000bc69eb03,1.0,18,2,52.8
271d3cdd872021b1b6669ad93e8b856b,1.0,201,2,348.64
27259fad9054fce994a70f1d117bc402,1.0,282,2,256.3
272f0ffe236b0bf765e14f5a2b577a6b,1.0,31,2,297.9
27517ed34c0406fe07b3a806e33cbc10,1.0,321,2,144.9
2767f1bba0529fe3f48378c05ea40f0f,1.0,150,2,169.8
27d59fe7ff2ed894f826fd4a7e5466ea,1.0,178,2,69.8
27e86d2ae0db33b8d242c9251067d97e,1.0,415,2,85.89
27eecff5a6338f7c36c78ad05eacc575,1.0,17,2,511.0
280c34dc057ff9f3cd17360673d4b87c,1.0,229,2,115.7
281e1e72207e518c29b249a1361a775d,1.0,402,2,392.89
282d49fddab8e95a8673a2a90072cf5c,1.0,65,2,621.89
282dc4abbf2759fb9bb77217f5cd6c4c,1.0,271,2,249.89000000000001
286d8f01f94a8061cef05c7c49efd8a9,1.0,225,2,98.99000000000001
2878289928927b75d078057c8d91405f,1.0,237,2,299.8
28989ef45087c96e5a4346e88216c2ba,1.0,589,2,589.6
289dcfbdf9ce2f94565a76800eb71157,1.0,290,2,204.5
28ad66c8baf13c85d2a936d0b06e73f6,1.0,251,2,125.4
28aea3e12549a3611bbd8d4e3310e4fa,1.0,88,2,194.0
28c7e3fb75d7ce1e496dc539443b71da,1.0,401,2,259.97
28cfa4471fab15695744e57ce3036694,1.0,217,2,129.8
28da99e178f274876e3052c1740c6c87,1.0,367,2,36.8
28dd1607a5e16ed5458919c2afca6476,1.0,191,2,119.8
291d020953194db1b8578ff8d9959c62,1.0,91,2,280.0
2947c03745112e23dced5a2ab3f8c568,1.0,181,2,103.6
294e0922aa06792eea5094656727c0bd,1.0,470,2,339.89
295c05e81917928d76245e842748184d,1.0,88,2,248.97
297ec5afd18366f5ba27520cc4954151,1.0,113,3,1392.44
298c3e1a698283a45f1c94df3942bb3b,1.0,158,2,114.99
29d72fba272ad06ed0b2ac6351da042f,1.0,103,2,239.9
29f8e372b3b1d42ad2e00a0b976bfc34,1.0,125,2,441.35
2a17d0a71f5910d7207819f9ca9ec12b,1.0,29,2,118.30000000000001
2a34af7c4b1b83d78b14cf6b9c32c3b9,1.0,161,2,204.9
2a36404701b15c414647a2ec2102baba,1.0,55,2,314.0
2a3d4df1de5c9feee497328298916d41,1.0,248,2,204.8
2a3f4536e732a04cfad59b6e50c2e925,1.0,295,2,79.8
2a532e879c1278727d9d7001890cd333,1.0,221,2,174.39
2a7f837de6a1999e457b8e3c5619156f,1.0,32,2,93.97999999999999
2aba7239448982a76a0a79666419e3a3,1.0,225,2,151.8
2ac4312997e09e6770fd4c3d52adf77a,1.0,237,2,115.79
2ac6f6d09c75bb721defa2eb7a4f52a1,1.0,307,2,43.8
2ae3c67452283d5a0d30b32e0d33296e,1.0,218,2,70.0
2ae6a57dcdd2f1424598fc480cbf698a,1.0,196,2,385.7
2b0d2a4ffe3906cd18019c2463cfeee9,1.0,61,2,498.98
2b100d3737ff053e5003640064ee6ad8,1.0,312,2,78.89
2b161eaf4956b131691842e87b3c39c7,1.0,173,3,195.04000000000002
2b174670dbec666bbc68b6e2a4062740,1.0,419,2,297.84000000000003
2b19910e856b2ba3e7257e63a093a3df,1.0,341,2,184.0
2b4871f788b44ee004ec2c7fc7cd420b,1.0,306,2,255.85000000000002
2b4efa2bb0d9e62ee5e197cacd93c0d6,1.0,217,2,354.97
2b5c14b7e1a3d88ff7e0c46e15851f5f,1.0,412,2,74.98
2b5ffb4c42d26e466ad575ecce365aa2,1.0,142,2,115.9
2b6ce149982204423f4efac29701255a,1.0,238,2,591.0
2b775b75afa0be08220fb73a7e68df3b,1.0,307,2,93.99000000000001
2b952792a20f6076f6e7a9c6a27ade02,1.0,282,2,96.88000000000001
2b9bd15bf8e54b231c518790c55e5f92,1.0,82,2,99.8
2bd9d2f3cc5d99b1b3d9ff5acd81bd5e,1.0,300,2,71.9
2be5dce8b491a7bc6a65d6e91bf49812,1.0,9,2,124.47999999999999
2c14db46aee6245ff5a01f7f69544f73,1.0,153,2,269.8
2c3ed77b92cba1f5622b5ccaa1792b8b,1.0,218,2,354.9
2c45ab66a3dae52960147e76a35740ff,1.0,31,2,191.9
2c6a91479a7dc00d8c9d650d8dee88ca,1.0,229,2,368.9
2c961ee955abb3ac9a80babd54ed4156,1.0,218,2,130.9
2ca8ef8560c5cd0f9ddb65d1b1b51380,1.0,267,2,148.89
2ccc5d0620e07e3b54b83848c31a08fa,1.0,170,2,148.0
2cf396c9e24e7627ff042cccb209b9e6,1.0,349,2,379.98
2cff422ea56f68a1e1bdce4371b88d66,1.0,103,2,79.98
2d0aa39055b967248bf551e220b55f59,0.99,188,2,31.24
2d14556024f4bbe01f147576097c42fe,1.0,28,2,228.9
2d49eaf79111ff286fe657aadbed5a28,1.0,119,2,112.89
2d5e5796e7901464c00407e69739c6db,1.0,90,2,177.0
2d7a88002fb4c6073fbef4f59707a0e0,1.0,591,2,229.8
2d7c6bd64b139f0f40968dd19c629532,1.0,397,2,191.39
2dacd79aa5d1a86240b37b6c588de551,1.0,186,2,300.0
2dc7f51f05ba1b1a92608e45e55d1fe1,1.0,255,2,86.48
2dcbfb99d95c7ba6eb992a98627f45b8,1.0,273,2,225.88
2dd7f52683f631651a5d94056935e1e1,1.0,202,2,149.9
2ddaeeb8948d70423c3326843412fccf,1.0,72,2,128.0
2ddc001b620bd90d0f4378cfde1db887,1.0,151,4,422.35
2ddd50b61ee4a82b40033feecac1f863,1.0,321,2,196.95
2e08911037fe7ec67377711eee1fdbf3,1.0,185,2,310.2
2e0a2166aa23da2472c6a60c4af6f7a6,1.0,308,2,272.70000000000005
2e366b0c6451864364bab2e7917ca1bb,1.0,460,2,98.0
2e43e031f10de28e557c35ef668f9396,1.0,584,3,269.22
2e49a3bbeb76297ee0ff49df39c2456c,1.0,14,2,171.9
2e7c511f54e9d94776c606007d672a22,1.0,145,2,599.7
2e9399fc2fe209771a6f719e14bdb6fe,1.0,282,2,127.6
2ef9e79cf6bf3c0dac3b48c8dd46259e,1.0,124,2,87.8
2f118e666b41b76a61d8cdbbc19f7735,1.0,64,2,325.0
2f1ae2ed6bbc4661d04c271560570c54,1.0,155,2,84.89
2f293b442348c20d12aa4537bd3d7234,1.0,103,2,289.8
2f2f4b5a5700a5b108e6da7f0f5f5bb3,1.0,87,2,158.8
2f41863e0922b8d1fbb756691b5c315b,1.0,514,2,245.76000000000002
2f679a526d3b619beccc26a3d1435de4,1.0,274,2,127.89000000000001
2f7c8c8386941ce0ef458ca7ff304123,1.0,379,2,189.8
2f87ccd8d2d676d667a844ee5c6a17bd,1.0,228,2,362.0
2fa63db193ecb500d4058cae36026f8f,1.0,132,2,278.8
2fb6dae4fb3a2f917940978144362cd2,1.0,140,2,150.98
2fc5e667ccf2a1c87a798be23f1c920a,1.0,302,2,358.99
2fd07dc5dbae616986e00fb72e7a779b,1.0,119,2,183.8
2fe074ea3cc24b8fd57d29effc995f8b,1.0,276,2,979.89
2ff1b818fb048c44dc6629f013cceae6,1.0,394,2,237.8
301a6d74a3eb7cd8e3508a045b8fa2e1,1.0,375,2,554.0
30a81e307f19e822e7199139fe52b1b0,1.0,170,3,82.88
30b782a79466007756f170cb5bd6bbd8,1.0,34,3,137.46
30d2d6693d77801c2bcdfafbba202462,1.0,174,2,144.21
310647380793836bfa5b7b6b3f518423,1.0,319,3,262.88
3110339155d740dc64b31e1666952100,1.0,452,2,95.9
313febe2adc914a7cb3f6e903f8e13cf,1.0,20,2,97.58999999999999
314259ece6a9207c6fc02d925fc996b9,1.0,166,2,167.9
3170ebd8b32a5e2102c9d75e0a7f6d74,1.0,373,2,252.7
317f563ca3576550955f39a346b15be5,1.0,194,2,293.70000000000005
318b8659483e12e9cbe1e6550d97f9d9,1.0,550,2,599.8
319aed7fd576c317a96b55a991befb3e,1.0,162,2,49.98
31aa2034dc4b34b06487e22a53b4a07a,1.0,338,2,308.0
31bfa97f1ea0663a50ebc5c811ebdf4d,1.0,304,2,883.99
31d332d20895c5c0baefe55207a0fead,1.0,48,3,231.3
31d4b05ef830a7347b8f43640eb6511e,1.0,557,2,284.8
31d958dffbf0b744375b5ff0393e6fb3,1.0,348,2,187.9
31e0eb64c5eb715aab04433200ea4ed5,1.0,347,2,179.98
31e2e13cc64f2a3bd9dbde22bbad06b2,1.0,221,2,212.0
31f49e069c399db9c3a0bdf8653e4e8f,1.0,359,2,468.9
320e13a9e22b4e4cda8c17ed1c140ce0,1.0,271,2,71.69999999999999
322740034480eb5fe9d14398aee49d4b,1.0,151,2,479.79999999999995
323f8f14acb90e50f86f1885b6b53c6d,1.0,580,2,243.79000000000002
323ff9fd6b4a3edcdf3039e1fb213eb6,1.0,59,2,347.0
32539c368b3b9fa70283a7bce0f23909,1.0,193,2,57.98
325e19085f3017b73be3d9fd98a93301,1.0,579,2,98.0
326489271c23dd3128b4480220e5232a,1.0,110,2,616.99
3279712e1ea8d52462488b4fb9dd7014,1.0,107,2,173.67000000000002
327a01a6885ecfda06a3d5c50fb515c3,1.0,122,2,147.5
32b3af6c5548b794f1924e7dc83f9e00,1.0,45,2,210.0
32c3312cd5a2dddfdcbd359694cd7ae8,1.0,253,2,224.89
32cbbf7b9770feb67a514300686f5485,1.0,206,2,154.89
32e93651fbc6d641cffdc40c50d982a3,1.0,524,2,269.79
32ea3bdedab835c3aa6cb68ce66565ef,1.0,66,3,104.89
32fb60e2ce6a1f62eeccbc2d33046072,1.0,27,2,427.8
330fdaa06f93c0c6ffb4af7d79c1ef12,1.0,74,2,75.06
33176de67c05eeed870fd49f234387a0,1.0,90,3,1021.5
33416ee3d4fa56400ec814d7b24bde02,1.0,116,2,203.99
334293c291f43a6aa85020f8597a171f,1.0,332,2,247.65000000000003
334d0235ca6f2f09dd55804a26efe952,1.0,89,2,157.8
335be0ca4b7aa8578e364a76efd4da52,1.0,440,2,259.0
336421b86cc4259a58106da261e0e000,1.0,481,2,393.2
339c527109c4c03e8e09bd4b593dab5f,1.0,340,2,359.94
33aa371b7512b6a9fede4f231e212226,1.0,351,2,257.0
33aca86429de0f71ff7118b93bb09712,1.0,265,2,178.0
33b141e373b4f251b033f9ed33d6974d,1.0,125,2,182.4
33b239671c1c878914ed922a0dacd607,1.0,453,2,83.98
340d924858c395848c127b3e772b6bfd,1.0,185,2,212.87
3442a61b2d5bfd9d605d6943701ad650,1.0,161,2,1088.72
3443f8095ad309eebbdc8caa8b2bf936,1.0,446,2,143.9
345759b8cb3d30586551de1ca6905df0,1.0,61,2,929.8
345817899c325d8b41c9e88011a8ab43,1.0,172,2,90.8
346534c8088852932d947f4b8fea3959,1.0,403,2,464.89
346fce1712054d4339be023a27c38f13,1.0,188,2,92.3
34b0cd95480e55c2a701293a2b9671b3,1.0,5,3,263.63
34fbeb535f3ba8b34bb0f919b0ad36bb,1.0,196,2,64.98
3504bea0c72ad9e945b63f889702d2d4,1.0,257,2,131.9
3511aa3ff5fb9645041bf1875415142d,1.0,36,2,93.69999999999999
354004e1432bff6f9008ce0a5afd732a,1.0,357,2,226.20000000000002
355ae139c8a163fb77c065a2d1403ed9,1.0,481,2,279.8
3578707d5fbfaaad05a3862a179bf76d,0.99,216,2,178.79
35825208c1a9b2d7cccd2eee08d8cbc6,1.0,190,2,73.98
359bacb2b5c52b4287667a7bc6c7bc63,1.0,475,2,531.0
35b45b906d1450b3540dc96692f58583,1.0,66,2,337.84000000000003
35c62cb24d4c38a9d121fed1a43b2237,1.0,9,2,99.8
35de25c73544f00e8adde226a4d1bdcc,1.0,336,2,314.8
35e146c985a9cf989c91edb4c0c156fa,1.0,595,2,299.8
35e9d2caa31b87cc3d1ad10d72271140,1.0,419,2,69.99000000000001
35ecdf6858edc6427223b64804cf028e,1.0,155,5,393.86
362928c8cd61df2e6951751dffb4be85,1.0,313,2,439.6
3633902a0addd1ffc74cbc13d96da288,1.0,43,2,175.79
36445bb429c8bb13c3f8cd6794723647,1.0,474,2,125.98
3648f9e5f51f679ed24deff1f031a093,1.0,269,2,194.99
3660e33bc132658a08c234cc82e6d0cc,0.99,236,2,585.31
367f4686d7112d69feed92b02a1775ed,1.0,471,2,130.0
36be413fe0f4a74eee7b764e758730ed,1.0,275,2,179.8
36cfec707344b75d20e6c7ef583c3b8c,1.0,105,2,102.9
370cd3b09ea745fe047fd11db7430441,1.0,279,2,129.89000000000001
3724bfc68569cc4df876284536b8add9,1.0,370,2,549.8
3725c5b8c1cf5ee69158f66922a862c4,1.0,14,2,141.49
37266d5c6bf5cb0700372d16599a9b21,1.0,77,2,254.85
372b41e8faa2819e0b6346b16cdf402b,1.0,39,2,102.78
374fcbbfcf189ae177b2f955f9e74b3d,1.0,103,2,77.89
37545efd489b0b7c9aa20690f344271d,1.0,350,2,760.0
37669671d35808111ab0d229e546221f,1.0,128,2,223.89
377860a7242c2e503c926b76ab6e0a65,1.0,237,2,47.8
378c06babf08c70f32e748ac24ea33e0,1.0,230,2,65.2
3797de5ad80619a55a3c0a8a034f5ae6,1.0,223,2,575.9
379a5698aeca26ff55abca9bc7fcaa4f,1.0,186,2,155.7
37cc3e75e39bb11d75a1982ac0d07c17,1.0,555,2,69.9
37d0b647301742b1b17d627e4c10aeae,1.0,271,2,169.8
37d2d1ac62901f9a36cff32ca86c9337,1.0,221,2,139.8
37f2527bb624e379f72a742154fdb762,1.0,97,2,105.0
37f8e7062a53c1a0fca4f59f4c6b1429,1.0,321,2,134.0
382ad79426068e4ba6ed73491d4441cb,1.0,455,2,129.9
384d6654ad80e9f1426b7a4ef9e40997,1.0,166,2,368.68
3871b0ab0166a2f441fa762f5206cacc,1.0,357,2,309.79999999999995
387b38ebe598313ef56ef3df19b192af,1.0,41,2,67.0
388661387449408a9ab88ea55c9f1a0f,1.0,181,2,327.87
38dd3f4e8a4cc5e32dd0a4426a1961fa,1.0,368,2,79.8
38e74ef4e3bcf3019fd22b84649bf90d,1.0,419,2,139.0
39104edef5e46d7b8c61848cc95e6d97,1.0,336,3,96.48
394ac4de8f3acb14253c177f0e15bc58,1.0,18,5,633.16
39618678c9395910a7d675df2b0af941,1.0,42,2,228.08
397b44d5bb99eabf54ea9c2b41ebb905,1.0,77,4,1650.0
3991c84b618da2e02b44ba48aba925d1,1.0,200,2,49.94
399a2a06a7ddefb3b09460ba6a1bcf12,0.99,118,2,66.9
39ae2ab725be4a0db66896735a49dac7,1.0,419,2,109.97999999999999
39ce02a045b8e7b0329984df3109957b,1.0,340,2,98.0
39d28c99c5382bfc238c047203595443,1.0,286,2,25.8
39fff7cb5873a7116b02234bd1e6c6dc,1.0,122,2,106.30000000000001
3a131e6c88849b1d0b28020c3809ea29,1.0,301,2,154.4
3a2681b8e4c9f2171aaade5d578f2cb7,1.0,25,2,268.8
3a2d236fc85fdf338f179ca0cd725433,1.0,398,2,56.05
3a41ac64aa715256d81e129f02b451bf,1.0,51,2,71.8
3a43af6775cec872d9a3c80707eb3336,1.0,118,2,477.99
3a4acf4c4c97cc25075d29f8d29f405b,1.0,105,2,447.9
3a502a4d1e63887120fdc3b323224d70,1.0,298,2,129.51
3a5b0d10ee72cefb504df217532a4e6a,1.0,187,2,166.2
3a649b3c6b379a427fa6f4a5f646a43d,1.0,387,2,158.9
3a73ce6fc3b392e1ca609b5548418c36,1.0,222,2,208.97
3aa71d539bb760f054b280604391602a,1.0,275,2,124.99
3ae522de6b23a3699ef105d4c4b3b82d,1.0,334,2,53.989999999999995
3af90f255e824d1d53b3584a4e89ad58,1.0,115,2,165.0
3b6f5d22fb32e6ac2fbbb944b18cf1bb,1.0,405,2,201.98000000000002
3b80d2592c113d689c05232eb90db0ff,1.0,124,2,229.8
3b92b8617254e581d164b5d213d437a2,1.0,237,2,145.69
3b93b770a314d48d7f698a09cab03370,1.0,60,2,197.86
3b97119ab53db4ae0144dff13c2ee26b,1.0,89,2,1117.8
3bab949ef05da8e9b3cfd541b6af0ffd,1.0,448,3,669.9
3bcd0ddf751cb9542efe9f6299fad626,1.0,58,2,171.32
3be412c1321c061d6f85c5e41530ce2d,1.0,164,2,165.7
3bfda42ef722cb59c430e6be0b68628c,1.0,408,2,155.99
3c166bd80203dfb723ba32f64bedd87b,1.0,117,2,280.25
3c25f47ab68536a1d3d6b29b9c8b7e63,1.0,278,2,95.9
3c3dbbf3d36a7a4587efada79a3166cd,1.0,179,2,187.2
3c555d15cca5369965d1759ad9530a66,1.0,113,2,499.99
3c5e1130694632f44051b23fd86ad9e2,1.0,139,2,528.98
3c884190b71bbb36aab161465ff1d2c7,1.0,198,2,93.5
3cd4207d6ce944798257ac5953640a40,1.0,160,2,139.99
3d4cd13fd525234c1c4a2304fbe769e0,1.0,264,2,169.8
3d4f12dece1264e5d6321f1b7f003336,1.0,9,2,41.72
3d50a44231c2a153219cef76ee3e445d,1.0,192,2,298.58000000000004
3d71bc3ae0c9f857ffe17636e0d59aab,1.0,450,2,65.98
3d740e7cbf7e5b18027f204bd01b0be4,1.0,387,2,85.69999999999999
3d75cbf8643a1c15723adb850fb5f928,1.0,183,2,103.49000000000001
3d93772915efa454a89bf52047b0b285,1.0,59,2,285.69
3daa1c97a3155484f70c88b19c90dfb5,1.0,46,2,695.0
3db6e5afa8e8178a29afc729855315e2,1.0,282,3,719.6999999999999
3de0c9303f39b7ccfe69ca11aee19cc6,1.0,130,3,674.89
3df4912077693dc7933267da9542825c,1.0,203,2,211.94
3e3d56f9737c010ccb5b67c601a18b53,1.0,33,2,185.79000000000002
3e43e6105506432c953e165fb2acf44c,1.0,187,9,1000.85
3e47025034c5a31cff56168ac0519f1f,1.0,137,2,59.97
3e5306add1209e5ba184092dd1587282,1.0,234,3,160.79
3e5dd5efb71f831fffee3735c9e41e87,1.0,201,2,142.8
3e6658866cc636c1762c080ed56f44e6,1.0,167,2,185.9
3e7bb77746c1489704b3e041860dfb6d,1.0,70,2,108.9
3ea4185126195c34ed9949d8e406d570,1.0,46,3,755.9
3ec83b54e0afb70def9480cd6b9097f7,0.99,187,2,1349.46
3edcab192482e9871c17b34cf98c3996,1.0,29,2,235.60000000000002
3f00548d480f59bdac5e1ad8a68dcfe1,1.0,230,2,203.9
3f1ae9854823f7c0a8027bd994b2ce64,1.0,152,2,279.6
3f36fa15a16c4850992aa0f33561906e,1.0,458,2,153.95
3f5534bf8c9378ee05b7dd684cb20e8a,1.0,299,2,113.98
3f6ac9a49767899814866524054ba779,1.0,513,2,163.25
3fc38da1985b9e820504f0ad51abc8d1,1.0,239,2,31.89
3fdc39171d444e1a1cd4da98ac2e4adb,1.0,144,2,379.65
3fe3e628c6c7a15ae96416826a4c5952,1.0,15,2,368.99
3ff874206f1d7d1e3ffe12bc9c88c27c,1.0,33,2,88.9
4011b7579e894fa929d2de97b4928f41,1.0,178,2,778.0
4041baa51d9eae8f5955ccd4f02bb044,1.0,42,2,127.15
4046cc9e4828038b58ee191e1f713466,1.0,84,2,191.97
4067ba7df47a2bcb753ae5f7530fc7cc,1.0,460,2,149.8
40730ca1af9742bd0bdbcef270ff4c76,1.0,278,2,149.1
407a6773db6e845737d04a6e27e653b4,1.0,350,2,206.0
408aee96c75632a92e5079eee61da399,1.0,73,2,384.99
408b1dc1bf28c3245e5eca9097e14b9f,1.0,193,2,83.58
4092bf290aa60e4f2d4a0dcc2f38c954,1.0,69,2,529.79
409379e6e577c89589dade402e6c2522,1.0,185,2,299.70000000000005
409fffcdaf4d0eb689458f1df6b2c240,0.98,228,2,370.87
40f4b191d404a10a6039af0b26dd62c7,1.0,589,2,105.89
410a0462acba9ae869f84450fae8a4ea,1.0,97,2,255.25
4127cb95c20254485869d698037a3dfd,1.0,450,2,115.69999999999999
41348c09a551501117e31f8a4149950c,1.0,264,2,255.8
413c048b3543f926f2e486c53de5123f,1.0,203,2,219.8
415b073d153528fa1ed35a42e39945da,0.99,64,2,71.2
417021b1b4553c55daa22f17dbf37cdc,1.0,155,2,179.7
4186b96df8197e7b4982a751c1dde3b6,1.0,17,2,39.38
418ee6e3b8f19158d67d5039f19783b9,1.0,475,2,52.0
4191bcfd448dc07138d2951ea4d10008,1.0,300,2,145.8
41b3ab6b1f95cbd2afb361e852a56917,1.0,355,2,100.0
41b4af321ed477242aebe74652fd8219,1.0,83,2,177.6
41d57ab847e5ccbe403f46b07ee577d6,1.0,6,2,131.9
4220ae19dee604e8c1dddccd4e535502,1.0,114,2,36.18
42398dee8f2098eec5579129cc1a6f5e,1.0,278,2,271.0
423d40b193638955a782839886648464,1.0,26,2,917.9
425634deb94b1080fc7d283f3a644941,1.0,324,2,93.97999999999999
426a9c4b189f4342ea12e7cc9d48a883,0.99,151,2,69.44
4291db0da71914754618cd789aebcd56,1.0,33,2,550.5699999999999
429de3d8004cbe46652a0e069fc545e3,1.0,220,2,44.98
42befda568ea0df110b6cec63c233bea,1.0,163,2,210.9
4307ca57b237ef2790e2a99ebcf3c7db,1.0,209,2,296.78000000000003
43255e3df6cda368809baa2fc72872c8,1.0,204,2,92.80000000000001
432aa6200ee9673be90863a912dc91dc,1.0,173,2,93.0
434825743a3426c100c479f571816a81,1.0,412,2,50.8
43714f2590bcb9f935ae68073d6c34f1,1.0,223,2,298.0
4377c22228de511d013c6a7560d58a2d,1.0,274,2,210.0
439624e26bc73309799fd718773bdb8a,1.0,272,2,118.88999999999999
43c73f9043398f0dd2163fc5f825e61a,1.0,297,2,209.89000000000001
43dce1c46f91f3cd233905d0a8b19153,1.0,180,2,175.84
43f9d5ace80c6d3c5c09544bc2fa8484,1.0,265,2,84.0
4440347c82849cd13be225a1cafba6ba,1.0,177,2,75.8
444afd392665f1cc1f3b65ec48063735,1.0,194,2,143.8
4473c7b8da89833fc08fcd3443faea81,1.0,200,2,33.8
44a22a3351d7f1bb3d337d1be11b41fb,1.0,259,2,101.98
44adda057b51a700d1e287783b02516e,1.0,112,2,633.99
44b49176f1aca9533b67f3eedab0b2de,1.0,68,2,139.89
44b6bbfea26596437062a38c8e6bcec1,1.0,467,2,207.88
44bd7571a7dad968306f7776bd5a5745,1.0,195,2,192.4
44dbd08cc06662e0ca8ac504aac75f18,1.0,133,2,409.70000000000005
44e64b7162915525578f601e73e72b16,1.0,132,2,54.25
44ed2c2de63bfe22f6596547584d7372,1.0,351,2,94.0
453c2895f29b6d9a47f8cb48e00b024b,1.0,136,2,136.25
455b49402053f170c64a3ae7fced73d4,1.0,197,2,188.9
455c17b35969ca198c17f2fc9e8eba1b,1.0,177,3,608.0
456f6d64ecda1b968375d3a68eabfb5c,1.0,54,2,928.99
4577881f7a6c10d8eb6bd7f7a82ffa86,1.0,45,2,836.9
459759c02362af7a218dd2fe035b3c07,1.0,382,2,652.9
45ca4053806ecd0f595c633184e0ff61,1.0,137,2,848.0
45cfc55a4d5073c50be858369454fc0e,1.0,135,2,302.9
45df9d71b80f651fcfd26763eebd027a,1.0,275,2,169.8
46014217dceae9154e4f85ae292bc9d0,1.0,45,2,91.99
4644f1b187e390a08b4c66fb16c91364,0.99,170,2,900.0
4658b26bcea972ed0b86a5f8c61718be,1.0,84,2,551.79
4666e7be827bb14bf746a56f740e62c5,1.0,470,2,121.97999999999999
4681829483318507ed55682649de6571,1.0,215,2,659.6
46958f708ade6b6a88b2e5aca1e66de5,1.0,369,3,107.69999999999999
46b061196b47dfe9318d38bab6a40ee7,1.0,233,2,179.89000000000001
46da36c3df7118852b770394d1ba2be5,1.0,30,2,94.8
46ed126bcf1df6e195dbc63d7c320983,1.0,13,2,229.8
4702945c3b363dd3a5d1cbe913cc95d2,1.0,326,2,60.699999999999996
4702ba5faa8283e0f6b6a545cdaf8a9f,1.0,26,2,219.0
4711348768db55c57a67aba080ead566,1.0,87,2,1368.99
473d9165586cfc6708841d07adf6c020,1.0,109,2,549.14
47544c4d42f988172faedb4b05231671,1.0,91,2,129.7
4754e3b66497719a91b36268ed9c5718,1.0,268,2,822.25
4755e6cf97a25760ab159e0457c84a29,1.0,73,2,161.70000000000002
4757b4d81eaab4d270e585126410dc5c,1.0,489,2,69.8
475cab480951109dec3ad6f770167fa5,1.0,398,2,149.29
475d4eb16efe698064c2966acd62584c,1.0,166,2,117.63
477f7f182e8da105ba6713c0d5a24f15,0.99,557,2,239.86
479085be6190cd4a8e610b4fcce5f29c,1.0,408,2,157.4
47a71b49f98984efd3c62cb213f977e8,1.0,301,2,119.8
47c1a3033b8b77b3ab6e109eb4d5fdf3,1.0,221,6,836.6
47c89a36acb8a73127ec91d0542289b5,1.0,120,2,124.8
481060b29de0e9b3d7f4b2991cfb0767,1.0,107,2,276.99
4820f42c8203dcad5d2c17cf363048b0,1.0,241,2,288.9
4827d6a02f010b9505e4af04c7fac522,1.0,71,2,75.8
4837d18df7cb3d4baf1a3959d0244554,0.99,25,2,104.0
483b26e1bf0f4797e5512d8849d90835,1.0,370,2,279.98
485b849ef839f0f401da8bfdc7ac2781,1.0,231,2,126.59
48625b68a29dcfc3aba4b5147e0625aa,1.0,209,2,328.9
487b72af97cd4e1dcdfae25627f3ea8a,1.0,269,2,679.8
4897a3c64a635a703a71dd2d9189bffa,1.0,338,2,386.81
48fd7dec70f2b104a1d5e8c5c639102b,1.0,365,2,117.72
49257d143ec6384f53a6648062252966,1.0,168,2,144.9
